evaluator_only,policy_name,policy_kind,fold,aggregation,policy_auroc,oracle_auroc,oracle_regret,policy_ap,oracle_ap,ap_regret,policy_f1,oracle_f1,f1_regret
True,fastest_expert,realizable_policy,fold4,macro_run,0.604514349227,0.679746652069,0.0752323028419,0.820435438563,0.85541298778,0.0349775492165,0.0840415657374,0.141258500969,0.0572169352313
True,multinomial_logistic_metadata,realizable_policy,fold0,micro,0.518236392016,0.522373299108,0.00413690709225,0.756199544444,0.758494100058,0.00229455561407,0.183479789104,0.190792928409,0.0073131393052
True,multinomial_logistic_metadata,realizable_policy,fold0,macro_category,0.620978278278,0.623789814855,0.00281153657689,0.814597779535,0.81708148134,0.00248370180433,0.150235112489,0.159286457032,0.009051344543
True,multinomial_logistic_metadata,realizable_policy,fold0,macro_run,0.668906787464,0.677933061132,0.00902627366791,0.845989255347,0.852601991298,0.00661273595193,0.0955516406676,0.103967489953,0.00841584928583
True,multinomial_logistic_metadata,realizable_policy,fold1,micro,0.515697182571,0.528047264105,0.0123500815339,0.752983349881,0.759342394029,0.00635904414814,0.154891790377,0.25751786011,0.102626069732
True,multinomial_logistic_metadata,realizable_policy,fold1,macro_category,0.626519231874,0.622438105016,-0.00408112685755,0.814307928305,0.815235789251,0.00092786094595,0.122751456112,0.223896596627,0.101145140515
True,multinomial_logistic_metadata,realizable_policy,fold1,macro_run,0.676478260744,0.693018399989,0.0165401392452,0.847321894444,0.85755051894,0.0102286244961,0.0807460687326,0.139593579755,0.0588475110224
True,multinomial_logistic_metadata,realizable_policy,fold2,micro,0.504084033492,0.518975452181,0.0148914186891,0.750692583218,0.756993133168,0.00630054994946,0.155830198818,0.25751503006,0.101684831242
True,multinomial_logistic_metadata,realizable_policy,fold2,macro_category,0.611580908545,0.612283251385,0.000702342840049,0.812179482705,0.815069863864,0.0028903811586,0.126678874381,0.213177414597,0.0864985402161
True,multinomial_logistic_metadata,realizable_policy,fold2,macro_run,0.660693195143,0.672594238137,0.0119010429938,0.843566980675,0.8479055824,0.004338601725,0.0817576441478,0.145106483089,0.063348838941
