evaluator_only,policy_name,policy_kind,fold,aggregation,auroc,ap,f1,oracle_regret,estimated_runtime_ms,average_estimated_runtime_ms,tool_calls,average_tool_calls,abstention_rate
True,best_single_expert,evaluator_only_reference,fold1,micro,0.507801249732,0.747204485972,0.0319501266316,0.0202460143731,474677.847614,68.7938909585,6900,1,0
True,best_single_expert,evaluator_only_reference,fold1,macro_category,0.605284023841,0.79477353954,0.029889621159,0.0171540811754,474677.847614,68.7938909585,6900,1,0
True,best_single_expert,evaluator_only_reference,fold1,macro_run,0.6374531002,0.828939363172,0.0280123568675,0.0555652997894,474677.847614,68.7938909585,6900,1,0
True,best_single_expert,evaluator_only_reference,fold2,micro,0.497313021076,0.74436032223,0.0338785046729,0.0216624311047,474587.045126,68.7807311777,6900,1,0
True,best_single_expert,evaluator_only_reference,fold2,macro_category,0.589879872478,0.79386923782,0.0332845337614,0.0224033789071,474587.045126,68.7807311777,6900,1,0
True,best_single_expert,evaluator_only_reference,fold2,macro_run,0.630136298893,0.827675025401,0.0298615877808,0.0424579392441,474587.045126,68.7807311777,6900,1,0
True,best_single_expert,evaluator_only_reference,fold3,micro,0.523807801377,0.750636847695,0.0660557464681,0.0156730330595,371519.663589,53.8434295057,6900,1,0
True,best_single_expert,evaluator_only_reference,fold3,macro_category,0.61117354226,0.805486934971,0.0592183985861,0.0102760488986,371519.663589,53.8434295057,6900,1,0
True,best_single_expert,evaluator_only_reference,fold3,macro_run,0.630901908636,0.8287332916,0.0553109537253,0.0458689131518,371519.663589,53.8434295057,6900,1,0
True,best_single_expert,evaluator_only_reference,fold4,micro,0.510587911882,0.746386174714,0.0487804878049,0.0113914416684,474336.033483,68.7443526787,6900,1,0
True,best_single_expert,evaluator_only_reference,fold4,macro_category,0.603249731308,0.804284528585,0.0387173141699,0.0241144122026,474336.033483,68.7443526787,6900,1,0
True,best_single_expert,evaluator_only_reference,fold4,macro_run,0.63135393738,0.832007831803,0.0345303984507,0.0483927146894,474336.033483,68.7443526787,6900,1,0
True,category_prior,realizable_policy,fold0,micro,0.516958170067,0.748999968223,0.11390777145,0.00541512904137,453941.116831,65.7885676566,6900,1,0
True,category_prior,realizable_policy,fold0,macro_category,0.612408552651,0.805110083004,0.0790477385702,0.0113812622037,453941.116831,65.7885676566,6900,1,0
True,category_prior,realizable_policy,fold0,macro_run,0.647820195981,0.834795437664,0.0687299116657,0.030112865151,453941.116831,65.7885676566,6900,1,0
True,category_prior,realizable_policy,fold1,micro,0.514258424882,0.744464001645,0.150483697599,0.0137888392234,449124.481168,65.0905045171,6900,1,0
True,category_prior,realizable_policy,fold1,macro_category,0.617015609641,0.802764254591,0.0852556193715,0.00542249537466,449124.481168,65.0905045171,6900,1,0
True,category_prior,realizable_policy,fold1,macro_run,0.652639811011,0.834625501519,0.0833763774043,0.0403785889779,449124.481168,65.0905045171,6900,1,0
True,category_prior,realizable_policy,fold2,micro,0.50736187756,0.744370831125,0.151531434713,0.0116135746214,453853.631365,65.7758886036,6900,1,0
True,category_prior,realizable_policy,fold2,macro_category,0.602092729643,0.800623767378,0.0890753183193,0.0101905217417,453853.631365,65.7758886036,6900,1,0
True,category_prior,realizable_policy,fold2,macro_run,0.639780755392,0.831619629404,0.0855516448976,0.0328134827449,453853.631365,65.7758886036,6900,1,0
True,category_prior,realizable_policy,fold3,micro,0.521043480185,0.749189673025,0.160227879651,0.0184373542518,451470.595926,65.4305211487,6900,1,0
True,category_prior,realizable_policy,fold3,macro_category,0.614183123459,0.808967808894,0.100348840599,0.00726646769933,451470.595926,65.4305211487,6900,1,0
True,category_prior,realizable_policy,fold3,macro_run,0.646208153252,0.83337254747,0.0951072896209,0.0305626685368,451470.595926,65.4305211487,6900,1,0
True,category_prior,realizable_policy,fold4,micro,0.524421752178,0.7490116834,0.159276339127,-0.00244239862737,439712.417549,63.726437326,6900,1,0
True,category_prior,realizable_policy,fold4,macro_category,0.60950866721,0.809300671269,0.102642260617,0.0178554763012,439712.417549,63.726437326,6900,1,0
True,category_prior,realizable_policy,fold4,macro_run,0.639642041404,0.834314456676,0.0981365739656,0.0401046106647,439712.417549,63.726437326,6900,1,0
True,category_shot_prior,realizable_policy,fold0,micro,0.525739549538,0.757987356246,0.246308724832,-0.0033662504298,447441.138264,64.8465417773,6900,1,0
True,category_shot_prior,realizable_policy,fold0,macro_category,0.615780298401,0.811236672722,0.195727336807,0.00800951645368,447441.138264,64.8465417773,6900,1,0
True,category_shot_prior,realizable_policy,fold0,macro_run,0.665042251584,0.84558435793,0.122084423077,0.0128908095481,447441.138264,64.8465417773,6900,1,0
True,category_shot_prior,realizable_policy,fold1,micro,0.527442568844,0.759348897801,0.247236180905,0.000604695260823,452827.030981,65.6271059393,6900,1,0
True,category_shot_prior,realizable_policy,fold1,macro_category,0.625577125842,0.816823413008,0.195490232239,-0.00313902082605,452827.030981,65.6271059393,6900,1,0
True,category_shot_prior,realizable_policy,fold1,macro_run,0.685652736566,0.854331863059,0.121990220582,0.00736566342311,452827.030981,65.6271059393,6900,1,0
True,category_shot_prior,realizable_policy,fold2,micro,0.513280422853,0.753017763031,0.252339572193,0.00569502932836,451835.638887,65.4834259256,6900,1,0
True,category_shot_prior,realizable_policy,fold2,macro_category,0.606841928058,0.807590732927,0.203524651606,0.00544132332711,451835.638887,65.4834259256,6900,1,0
True,category_shot_prior,realizable_policy,fold2,macro_run,0.662906685064,0.844049861912,0.12819002714,0.00968755307298,451835.638887,65.4834259256,6900,1,0
True,category_shot_prior,realizable_policy,fold3,micro,0.516157831846,0.751662758194,0.212620027435,0.0233230025907,446976.955291,64.7792688828,6900,1,0
True,category_shot_prior,realizable_policy,fold3,macro_category,0.608051994763,0.808683100401,0.175180420402,0.0133975963952,446976.955291,64.7792688828,6900,1,0
True,category_shot_prior,realizable_policy,fold3,macro_run,0.660350836514,0.842920949255,0.112935038604,0.0164199852743,446976.955291,64.7792688828,6900,1,0
True,category_shot_prior,realizable_policy,fold4,micro,0.526170942797,0.758397344882,0.262322196494,-0.00419158924638,443852.73496,64.3264833275,6900,1,0
True,category_shot_prior,realizable_policy,fold4,macro_category,0.614279947106,0.814880296799,0.210357273221,0.013084196405,443852.73496,64.3264833275,6900,1,0
True,category_shot_prior,realizable_policy,fold4,macro_run,0.669977320217,0.851199834148,0.135913330277,0.00976933185225,443852.73496,64.3264833275,6900,1,0
True,cost_aware,realizable_policy,fold0,micro,0.525739549538,0.757987356246,0.246308724832,-0.0033662504298,447441.138264,64.8465417773,6900,1,0
True,cost_aware,realizable_policy,fold0,macro_category,0.615780298401,0.811236672722,0.195727336807,0.00800951645368,447441.138264,64.8465417773,6900,1,0
True,cost_aware,realizable_policy,fold0,macro_run,0.665042251584,0.84558435793,0.122084423077,0.0128908095481,447441.138264,64.8465417773,6900,1,0
True,cost_aware,realizable_policy,fold1,micro,0.527442568844,0.759348897801,0.247236180905,0.000604695260823,452827.030981,65.6271059393,6900,1,0
True,cost_aware,realizable_policy,fold1,macro_category,0.625577125842,0.816823413008,0.195490232239,-0.00313902082605,452827.030981,65.6271059393,6900,1,0
True,cost_aware,realizable_policy,fold1,macro_run,0.685652736566,0.854331863059,0.121990220582,0.00736566342311,452827.030981,65.6271059393,6900,1,0
True,cost_aware,realizable_policy,fold2,micro,0.513280422853,0.753017763031,0.252339572193,0.00569502932836,451835.638887,65.4834259256,6900,1,0
True,cost_aware,realizable_policy,fold2,macro_category,0.606841928058,0.807590732927,0.203524651606,0.00544132332711,451835.638887,65.4834259256,6900,1,0
True,cost_aware,realizable_policy,fold2,macro_run,0.662906685064,0.844049861912,0.12819002714,0.00968755307298,451835.638887,65.4834259256,6900,1,0
True,cost_aware,realizable_policy,fold3,micro,0.516157831846,0.751662758194,0.212620027435,0.0233230025907,446976.955291,64.7792688828,6900,1,0
True,cost_aware,realizable_policy,fold3,macro_category,0.608051994763,0.808683100401,0.175180420402,0.0133975963952,446976.955291,64.7792688828,6900,1,0
True,cost_aware,realizable_policy,fold3,macro_run,0.660350836514,0.842920949255,0.112935038604,0.0164199852743,446976.955291,64.7792688828,6900,1,0
True,cost_aware,realizable_policy,fold4,micro,0.528276844044,0.759422133665,0.262609558459,-0.00629749049339,436966.246217,63.3284414808,6900,1,0
True,cost_aware,realizable_policy,fold4,macro_category,0.615398581806,0.815610004067,0.210586289382,0.0119655617048,436966.246217,63.3284414808,6900,1,0
True,cost_aware,realizable_policy,fold4,macro_run,0.668042536189,0.850452467795,0.136262893323,0.0117041158798,436966.246217,63.3284414808,6900,1,0
True,decision_tree_metadata,realizable_policy,fold0,micro,0.520064307915,0.749249649847,0.306771653543,0.00230899119298,468043.096243,67.8323327888,6900,1,0
True,decision_tree_metadata,realizable_policy,fold0,macro_category,0.606340714309,0.794279111662,0.259175150923,0.0174491005457,468043.096243,67.8323327888,6900,1,0
True,decision_tree_metadata,realizable_policy,fold0,macro_run,0.656910155701,0.838780436675,0.153079574932,0.0210229054311,468043.096243,67.8323327888,6900,1,0
True,decision_tree_metadata,realizable_policy,fold1,micro,0.519604828881,0.756689965948,0.184242849623,0.00844243522399,446299.123853,64.6810324425,6900,1,0
True,decision_tree_metadata,realizable_policy,fold1,macro_category,0.630051176686,0.820218410771,0.150510736328,-0.00761307166947,446299.123853,64.6810324425,6900,1,0
True,decision_tree_metadata,realizable_policy,fold1,macro_run,0.683473505115,0.853390316241,0.0970909790642,0.00954489487373,446299.123853,64.6810324425,6900,1,0
True,decision_tree_metadata,realizable_policy,fold2,micro,0.503806260915,0.749735477363,0.196481449225,0.0151691912658,448527.899351,65.0040433842,6900,1,0
True,decision_tree_metadata,realizable_policy,fold2,macro_category,0.61072528859,0.813112110486,0.178855265415,0.00155796279481,448527.899351,65.0040433842,6900,1,0
True,decision_tree_metadata,realizable_policy,fold2,macro_run,0.662950596038,0.844854192909,0.115595983819,0.00964364209822,448527.899351,65.0040433842,6900,1,0
True,decision_tree_metadata,realizable_policy,fold3,micro,0.525521991162,0.755611840423,0.310476190476,0.0139588432746,464773.254434,67.3584426716,6900,1,0
True,decision_tree_metadata,realizable_policy,fold3,macro_category,0.600280505638,0.799097461259,0.272960084321,0.0211690855204,464773.254434,67.3584426716,6900,1,0
True,decision_tree_metadata,realizable_policy,fold3,macro_run,0.654444640914,0.839267355599,0.168812062814,0.0223261808744,464773.254434,67.3584426716,6900,1,0
True,decision_tree_metadata,realizable_policy,fold4,micro,0.527728213949,0.755276537106,0.331666145671,-0.00574886039838,464938.364813,67.382371712,6900,1,0
True,decision_tree_metadata,realizable_policy,fold4,macro_category,0.603577559408,0.805822096562,0.282722500154,0.0237865841023,464938.364813,67.382371712,6900,1,0
True,decision_tree_metadata,realizable_policy,fold4,macro_run,0.663636512103,0.847789707505,0.175737204762,0.0161101399661,464938.364813,67.382371712,6900,1,0
True,fastest_expert,realizable_policy,fold0,micro,0.518409694018,0.736645375914,0.13084450888,0.00396360509016,371299.403411,53.8115077407,6900,1,0
True,fastest_expert,realizable_policy,fold0,macro_category,0.591902030566,0.793300118963,0.113096201116,0.0318877842881,371299.403411,53.8115077407,6900,1,0
True,fastest_expert,realizable_policy,fold0,macro_run,0.614966945411,0.824993799434,0.0895551770194,0.0629661157213,371299.403411,53.8115077407,6900,1,0
True,fastest_expert,realizable_policy,fold1,micro,0.510485249861,0.732025978568,0.103047091413,0.0175620142437,372024.789951,53.9166362248,6900,1,0
True,fastest_expert,realizable_policy,fold1,macro_category,0.591825633778,0.796119177666,0.0908198948005,0.0306124712378,372024.789951,53.9166362248,6900,1,0
True,fastest_expert,realizable_policy,fold1,macro_run,0.615791247458,0.823433111197,0.0785727063069,0.0772271525311,372024.789951,53.9166362248,6900,1,0
True,fastest_expert,realizable_policy,fold2,micro,0.504344678001,0.733336829425,0.124817518248,0.0146307741802,371393.760615,53.8251826978,6900,1,0
True,fastest_expert,realizable_policy,fold2,macro_category,0.579781552544,0.788557827775,0.101292008648,0.0325016988407,371393.760615,53.8251826978,6900,1,0
True,fastest_expert,realizable_policy,fold2,macro_run,0.603571171346,0.818278437455,0.0849034396586,0.0690230667908,371393.760615,53.8251826978,6900,1,0
True,fastest_expert,realizable_policy,fold3,micro,0.530651581484,0.755868159476,0.0958801498127,0.00882925295241,371553.223582,53.8482932728,6900,1,0
True,fastest_expert,realizable_policy,fold3,macro_category,0.608414343211,0.806015973034,0.0823653770873,0.0130352479472,371553.223582,53.8482932728,6900,1,0
True,fastest_expert,realizable_policy,fold3,macro_run,0.627316417133,0.828006547208,0.0728561980516,0.0494544046553,371553.223582,53.8482932728,6900,1,0
True,fastest_expert,realizable_policy,fold4,micro,0.517014873546,0.743521564599,0.118616144975,0.00496448000463,371136.99949,53.7879709406,6900,1,0
True,fastest_expert,realizable_policy,fold4,macro_category,0.592534948278,0.797900720903,0.099265516663,0.0348291952323,371136.99949,53.7879709406,6900,1,0
True,fastest_expert,realizable_policy,fold4,macro_run,0.604514349227,0.820435438563,0.0840415657374,0.0752323028419,371136.99949,53.7879709406,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold0,micro,0.518236392016,0.756199544444,0.183479789104,0.00413690709225,455461.418898,66.0089012896,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold0,macro_category,0.620978278278,0.814597779535,0.150235112489,0.00281153657689,455461.418898,66.0089012896,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold0,macro_run,0.668906787464,0.845989255347,0.0955516406676,0.00902627366791,455461.418898,66.0089012896,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold1,micro,0.515697182571,0.752983349881,0.154891790377,0.0123500815339,453394.252006,65.7093118849,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold1,macro_category,0.626519231874,0.814307928305,0.122751456112,-0.00408112685755,453394.252006,65.7093118849,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold1,macro_run,0.676478260744,0.847321894444,0.0807460687326,0.0165401392452,453394.252006,65.7093118849,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold2,micro,0.504084033492,0.750692583218,0.155830198818,0.0148914186891,452934.877079,65.6427358086,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold2,macro_category,0.611580908545,0.812179482705,0.126678874381,0.000702342840049,452934.877079,65.6427358086,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold2,macro_run,0.660693195143,0.843566980675,0.0817576441478,0.0119010429938,452934.877079,65.6427358086,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold3,micro,0.51764818651,0.75358323744,0.186974789916,0.0218326479269,452230.996184,65.5407240846,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold3,macro_category,0.614234023273,0.812306880539,0.149784095856,0.0072155678855,452230.996184,65.5407240846,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold3,macro_run,0.659413025224,0.841396512276,0.0972051175289,0.0173577965646,452230.996184,65.5407240846,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold4,micro,0.516430604304,0.756875094397,0.187795069068,0.00554874924679,452364.108634,65.5600157441,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold4,macro_category,0.623086748217,0.82229375827,0.148783340068,0.00427739529359,452364.108634,65.5600157441,6900,1,0
True,multinomial_logistic_metadata,realizable_policy,fold4,macro_run,0.674045426646,0.852675677655,0.097202810717,0.00570122542299,452364.108634,65.5600157441,6900,1,0
True,random_seeded,realizable_policy,fold0,micro,0.507532945466,0.735668876716,0.372866260947,0.0148403536425,458654.124995,66.4716123181,6900,1,0
True,random_seeded,realizable_policy,fold0,macro_category,0.548212927309,0.744452137709,0.368570868669,0.0755768875451,458654.124995,66.4716123181,6900,1,0
True,random_seeded,realizable_policy,fold0,macro_run,0.554278452636,0.753159360575,0.353018077956,0.123654608496,458654.124995,66.4716123181,6900,1,0
True,random_seeded,realizable_policy,fold1,micro,0.497819735279,0.729549517476,0.379572724612,0.0302275288262,458924.185815,66.5107515674,6900,1,0
True,random_seeded,realizable_policy,fold1,macro_category,0.546018807048,0.743420034972,0.381091203082,0.0764192979684,458924.185815,66.5107515674,6900,1,0
True,random_seeded,realizable_policy,fold1,macro_run,0.555328576042,0.755483921071,0.371314574131,0.137689823947,458924.185815,66.5107515674,6900,1,0
True,random_seeded,realizable_policy,fold2,micro,0.496978970563,0.731822701207,0.381638958364,0.0219964816183,458363.677754,66.4295185151,6900,1,0
True,random_seeded,realizable_policy,fold2,macro_category,0.543549818047,0.746033317169,0.38488528464,0.0687334333379,458363.677754,66.4295185151,6900,1,0
True,random_seeded,realizable_policy,fold2,macro_run,0.554301878988,0.758656676102,0.373022696861,0.118292359149,458363.677754,66.4295185151,6900,1,0
True,random_seeded,realizable_policy,fold3,micro,0.5062563193,0.734255315556,0.387058995755,0.0332245151374,458783.842284,66.4904119252,6900,1,0
True,random_seeded,realizable_policy,fold3,macro_category,0.548485000001,0.745485176478,0.383718907543,0.0729645911573,458783.842284,66.4904119252,6900,1,0
True,random_seeded,realizable_policy,fold3,macro_run,0.555731280722,0.753885022715,0.371901958474,0.121039541067,458783.842284,66.4904119252,6900,1,0
True,random_seeded,realizable_policy,fold4,micro,0.498426771021,0.730394147828,0.380882782812,0.0235525825296,458839.313098,66.4984511737,6900,1,0
True,random_seeded,realizable_policy,fold4,macro_category,0.543000358376,0.743696970599,0.379774348888,0.0843637851344,458839.313098,66.4984511737,6900,1,0
True,random_seeded,realizable_policy,fold4,macro_run,0.550857413181,0.754122362831,0.370382748871,0.128889238888,458839.313098,66.4984511737,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold0,micro,0.522373299108,0.758494100058,0.190792928409,0,445871.414721,64.6190456118,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold0,macro_category,0.623789814855,0.81708148134,0.159286457032,0,445871.414721,64.6190456118,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold0,macro_run,0.677933061132,0.852601991298,0.103967489953,0,445871.414721,64.6190456118,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold1,micro,0.528047264105,0.759342394029,0.25751786011,0,448347.369833,64.9778796859,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold1,macro_category,0.622438105016,0.815235789251,0.223896596627,0,448347.369833,64.9778796859,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold1,macro_run,0.693018399989,0.85755051894,0.139593579755,0,448347.369833,64.9778796859,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold2,micro,0.518975452181,0.756993133168,0.25751503006,0,447257.991687,64.8199987952,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold2,macro_category,0.612283251385,0.815069863864,0.213177414597,0,447257.991687,64.8199987952,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold2,macro_run,0.672594238137,0.8479055824,0.145106483089,0,447257.991687,64.8199987952,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold3,micro,0.539480834437,0.762939095694,0.267942583732,0,447470.652199,64.8508191592,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold3,macro_category,0.621449591158,0.813165907722,0.200316537757,0,447470.652199,64.8508191592,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold3,macro_run,0.676770821788,0.849978217243,0.128965922944,0,447470.652199,64.8508191592,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold4,micro,0.521979353551,0.758226968201,0.251043231514,0,450239.333055,65.2520772543,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold4,macro_category,0.627364143511,0.825133436424,0.21409639715,0,450239.333055,65.2520772543,6900,1,0
True,run_level_oracle,evaluator_only_reference,fold4,macro_run,0.679746652069,0.85541298778,0.141258500969,0,450239.333055,65.2520772543,6900,1,0
